title,addr1,mapx,mapy,contenttypeid
경주 서악동 고분군,경상북도 경주시 능남길 28,129.1860398075,35.8254999175,12
경주 서출지,경상북도 경주시 남산1길 17,129.2420218400,35.7964653616,12
경주 석굴암 [유네스코 세계유산],경상북도 경주시 석굴로 238 석굴암,129.3507819663,35.7893821069,12
경주 석빙고,경상북도 경주시 인왕동,129.2239418227,35.8332025414,12
경주 선덕여왕릉,경상북도 경주시 보문동,129.2427182250,35.8237206325,12
경주 성덕왕릉,경상북도 경주시 조양동,129.2807437384,35.7863227926,12
경주 신무왕릉,경상북도 경주시 후곡안길 13,129.2592837638,35.8123694484,12
경주 신문왕릉,경상북도 경주시 배반동,129.2461319798,35.8179380158,12
경주 쌈밥거리,경상북도 경주시 계림로 9,129.2107400311,35.8392099471,12
경주 양남 주상절리 전망대,경상북도 경주시 양남면 동해안로 498-13,129.4719020226,35.6890734835,12
경주 양동 무첨당,경상북도 경주시 강동면 양동마을안길 32-19,129.2526566960,36.0020201213,12
경주 양동마을 [유네스코 세계유산],경상북도 경주시 강동면 양동마을길 134,129.2536900913,35.9967040757,12
경주 양동마을 송첨종택,경상북도 경주시 강동면 양동마을안길 75-6,129.2536537785,36.0038393793,12
경주 오릉,경상북도 경주시 금성로 38-9,129.2083462669,35.8226506600,12
경주 왕의 길,경상북도 경주시 황용동,129.3696236316,35.8289168941,12
경주 원성왕릉,경상북도 경주시 외동읍 신계입실길 139,129.3196077722,35.7593515686,12
경주 월성(반월성),경상북도 경주시 인왕동,129.2250084253,35.8321721215,12
경주 유연정,경상북도 경주시 강동면 사라길 79-19,129.3017763899,35.9400169522,12
경주 율동 마애여래삼존입상,경상북도 경주시 두대안길 69,129.1743664151,35.8049131324,12
경주 이견대,경상북도 경주시 감포읍 대밑길 12-14,129.4837271913,35.7442147219,12
경주 인왕동 사지,경상북도 경주시 문천길 16,129.2228225906,35.8291807521,12
경주 일성왕릉,경상북도 경주시 탑동,129.2216703628,35.8134075102,12
경주 장항리 서 오층석탑,경상북도 경주시 문무대왕면 장항리,129.3730609851,35.7749424906,12
경주 재매정,경상북도 경주시 교동,129.2133289796,35.8291416875,12
경주 정강왕릉,경상북도 경주시 남산동,129.2407413073,35.7996010950,12
경주 정혜사지 십삼층석탑,경상북도 경주시 안강읍 옥산리,129.1577284330,36.0191025015,12
경주 지마왕릉,경상북도 경주시 배동,129.2117353801,35.8043277917,12
경주 진덕여왕릉,경상북도 경주시 현곡면 오류리,129.1984507970,35.8891124131,12
경주 진평왕릉,경상북도 경주시 보문동 608,129.2506228479,35.8321587183,12
경주 첨성대,경상북도 경주시 첨성로 140-25,129.2185644826,35.8343745291,12
경주 최준선생 생가 (경주최부자댁),경상북도 경주시 교촌안길 27-40,129.2166703085,35.8307110183,12
경주 탈해왕릉,경상북도 경주시 동천동,129.2321155702,35.8520116829,12
경주 포석정지,경상북도 경주시 남산순환로 816,129.2128629747,35.8073108096,12
경주 풍력발전(바람의언덕),경상북도 경주시 양북면 불국로 1056-185,129.3649179711,35.7497729512,12
경주 헌강왕릉,경상북도 경주시 새남산길 62,129.2403273820,35.8021369114,12
경주 헌덕왕릉,경상북도 경주시 알천북로 473-17,129.2444841581,35.8440378171,12
경주 황룡사지,경상북도 경주시 임해로 64-19,129.2307077526,35.8382604313,12
경주 황리단길,경상북도 경주시 포석로 1080 (황남동),129.2099818133,35.8374517979,12
경주 효공왕릉,경상북도 경주시 배반동,129.2505953887,35.8210599705,12
경주 효소왕릉,경상북도 경주시 조양동,129.2798882428,35.7868282749,12
경주 흥덕왕릉,경상북도 경주시 안강읍 육통길 190-26,129.2075574376,36.0173647523,12
경주국립공원,경상북도 경주시 천북남로 12,129.2896579880,35.8436914887,12
경주능지탑지,경상북도 경주시 능말길 38-6,129.2398434127,35.8259869891,12
경주민속공예촌,경상북도 경주시 보불로 230,129.3112683256,35.8044963203,12
경주석장동암각화,경상북도 경주시 석장동,129.2006541787,35.8611545013,12
경주시 관광특구,경상북도 경주시 경감로 614,129.2892916998,35.8315650725,12
경주엑스포대공원,경상북도 경주시 경감로 614,129.2888667178,35.8322483204,12
경주역사유적지구 [유네스코 세계유산],경상북도 경주시 태종로 757,129.2122926901,35.8385656047,12
경주월드 어뮤즈먼트,경상북도 경주시 보문로 544,129.2821727414,35.8363866160,12
경주월드 캘리포니아비치,경상북도 경주시 보문로 544 경주월드,129.2821727414,35.8363866160,12
경주읍성,경상북도 경주시 동문로 31,129.2139061887,35.8473202021,12
경주축구공원,경상북도 경주시 황성공원로 30 시민운동장,129.2113282691,35.8602409169,12
경주핑크뮬리(경주핑크뮬리군락지),경상북도 경주시 인왕동,129.2198282272,35.8355438662,12
경주향교,경상북도 경주시 교촌안길 27-20 (교동),129.2172230352,35.8307999075,12
경찰혼,서울특별시 영등포구 국회대로 608,126.9006431406,37.5263408571,12
경천대관광지,경상북도 상주시 사벌국면 경천로 652,128.2419497731,36.4556329949,12
경천묘,강원특별자치도 원주시 귀래면 미륵산길 200,127.8641739277,37.1837757965,12
경천섬(경천섬공원),경상북도 상주시 중동면 오상리 968-1,128.2470111032,36.4319413489,12
경천저수지,전북특별자치도 완주군 화산면 성북리,127.2395171794,36.0381431707,12
경충사(정기룡장군유허지),경상남도 하동군 금남면 경충로 503-14,127.8954368572,34.9837656360,12
경포 아쿠아리움,강원특별자치도 강릉시 난설헌로 131,128.9079034181,37.7900894600,12
경포가시연습지,강원특별자치도 강릉시 운정동,128.8986792689,37.7894615748,12
경포도립공원,강원특별자치도 강릉시 사천면 산284-1,128.8807685966,37.8274012786,12
경포생태저류지,강원특별자치도 강릉시 죽헌동 745,128.8847557936,37.7807456454,12
경포플라워가든,강원특별자치도 강릉시 초당동 459-28,128.9086892141,37.7979885609,12
경포호(철새도래지),강원특별자치도 강릉시 경포로 365,128.8965681570,37.7956108224,12
경포호수광장,강원특별자치도 강릉시 해안로 415 (초당동),128.9095224784,37.7977913781,12
경현서원,전라남도 나주시 노안면 영평리,126.7067060605,35.0665831715,12
경호강,경상남도 산청군 산청읍 산청대로,127.8424061879,35.4841916717,12
경화역 벚꽃길,경상남도 창원시 진해구 진해대로 649,128.6866547133,35.1590351047,12
경화역공원,경상남도 창원시 진해구 진해대로 649 (경화동),128.6866547133,35.1590351047,12
경흥사(경산),경상북도 경산시 남천면 모골길 196-55,128.7056168101,35.7722303004,12
경희궁,서울특별시 종로구 새문안로 45,126.9685079323,37.5704425020,12
경희궁 숭정전,서울특별시 중구 장충동2가,127.0011136538,37.5577528954,12
경희궁 흥화문,서울특별시 종로구 새문안로 55 (신문로2가),126.9707771853,37.5698981615,12
경희궁공원,서울특별시 종로구 새문안로 55 (신문로2가),126.9707771853,37.5698981615,12
경희천문대,경기도 용인시 기흥구 덕영대로 1732,127.0786766087,37.2418853616,12
계남근린공원,서울특별시 양천구 신정동,126.8474483699,37.5127914822,12
계남근린공원,서울특별시 양천구 중앙로17길 21 (신정동),117.9925662504,19.6944274800,12
계남해변,인천광역시 옹진군 자월면 대이작로 412-1,126.2786654689,37.1594114201,12
계담서원,충청북도 괴산군 감물면 이담리,127.8642189830,36.8710479112,12
계동배렴가옥,서울특별시 종로구 계동길 89 (계동),126.9867059647,37.5813498946,12
계룡 사계고택,충청남도 계룡시 두마면 사계로 122-4,127.2714082560,36.2655816518,12
계룡 입암저수지,충청남도 계룡시 두마면 입암리,127.2543159801,36.2417451867,12
계룡돈대,인천광역시 강화군 내가면 황청리,126.3538237336,37.7235276660,12
계룡산,경상남도 거제시 계룡로11길 27 (고현동),128.6176514550,34.8825842573,12
계룡산국립공원,충청남도 공주시 반포면 동학사1로 327-6,127.2324620609,36.3568732990,12
계룡산도예촌,충청남도 공주시 반포면 도예촌길 71-25,127.2151154996,36.3899747586,12
계룡산상신농촌체험휴양마을,충청남도 공주시 반포면 상하신길 396,127.2195902400,36.3847448812,12
계룡산신도내주초석석재,충청남도 계룡시 두마면,127.2576375592,36.2546521030,12
계림사(김천),경상북도 김천시 개령면 동부1길 212,128.1818797057,36.1726724821,12
계마항,전라남도 영광군 홍농읍 계마리,126.4072107385,35.3896416165,12
계명산 자연휴양림,충청북도 충주시 충주호수로 1170,127.9842103898,36.9894198436,12
계방산(평창),강원특별자치도 평창군 용평면 운두령로 1243,128.4445449860,37.7071512180,12
계방산(홍천),강원특별자치도 홍천군 내면 대한동길 363-8,128.4209455498,37.7588892179,12
계백장군 유적지,충청남도 논산시 부적면 충곡로 311-54,127.1814127047,36.1924523165,12
계산국민체육공원,인천광역시 계양구 주부토로 570,126.7289832721,37.5450300732,12
계산서원,전북특별자치도 고창군 상하면 상라길 117,126.5044059903,35.4561440235,12
계송서원,전라남도 영광군 영광읍 청보리로3길 31,126.5189196540,35.3018117683,12
계수밤농장,경기도 시흥시 계수동,126.8184141365,37.4410520763,12
계승사(고성),경상남도 고성군 영현면 대법3길 236,128.2241784970,35.0529970094,12
계양공원,인천광역시 계양구 계양산로75번길 26 계양공원관리소,126.7234003040,37.5501849296,12
계양꽃마루,인천광역시 계양구 서운동 106-1번,126.7438989280,37.5325151261,12
계양산,인천광역시 계양구 목상동,126.7234086347,37.5502377020,12
계양산 산림욕장,인천광역시 계양구 임학동,126.7305135554,37.5497517735,12
계양산장미원,인천광역시 계양구 경명대로955번길 18,126.7127513617,37.5471017664,12
계원사(양산),경상남도 양산시 중앙우회로 66-64 (중부동),129.0441324451,35.3412295576,12
계조암(속초),강원특별자치도 속초시 설악산로 1140-200 (설악동),128.4750857396,38.1898540895,12
계족산(영월),강원특별자치도 영월군 영월읍 정양리 451,128.4969260372,37.1618151571,12
계촌마을,강원특별자치도 평창군 방림면 계촌길 101,128.3060234690,37.4523280551,12
계화도,전북특별자치도 부안군 계화면,126.6323167359,35.7890027689,12
고 석,강원특별자치도 철원군 한탄강길 208,127.2699815016,38.2029853449,12
고가담(가치를 담다),경상남도 고성군 고성읍 성내로 62-9,128.3163446935,34.9759878442,12
고강선사유적공원,경기도 부천시 고리울로8번길 92,126.8184534636,37.5244673869,12
고견사(거창),경상남도 거창군 가조면 의상봉길 1049,128.0392873705,35.7456045000,12
고경명선생비,충청남도 금산군 금성면 양전리,127.4733190694,36.1229459521,12
고고산,강원특별자치도 정선군 신동읍 고림길,128.5854690604,37.2231097851,12
고구려대장간마을 (태왕사신기 촬영장),경기도 구리시 우미내길 41,127.1109257882,37.5607989622,12
고구려목장,경기도 파주시 적성면 어못내길 150-46,126.9921684399,38.0011316368,12
고군산군도,전북특별자치도 군산시 옥도면 대장도리,126.4712109761,35.8168440944,12
고군산대교,전북특별자치도 군산시 옥도면,126.4443606944,35.8130885149,12
고근산,제주특별자치도 서귀포시 호근로112번길 43-3 (호근동),126.5298336065,33.2580071693,12
고금도,전라남도 완도군 고금면 신장길 31-8,126.8246284492,34.4062510113,12
고기동 오리촌,경기도 용인시 수지구 고기동,127.0548921627,37.3584992062,12
고기리계곡,경기도 용인시 수지구 샘말로131번길 15,127.0425794638,37.3559520589,12
고남 저수지,충청남도 서산시 성연면 고남리,126.4253306449,36.8212558476,12
고남산 자철석 광산 (한탄강 유네스코 세계지질공원),경기도 포천시 관인면 교동길 46,127.2129175697,38.0992297581,12
고내포구,제주특별자치도 제주시 애월읍 고내리 1111-4,126.3379150223,33.4670588041,12
고당조만식선생동상,서울특별시 광진구 능동로 216,127.0771625000,37.5500801547,12
고대도,충청남도 보령시 오천면 고대도1길 1,126.3668639999,36.3879075256,12
고대산,경기도 연천군 신서면,127.1520647128,38.1973005094,12
고대산자연휴양림,경기도 연천군 신서면 대광리,127.1506644287,38.2113155104,12
고대지구근린공원,충청남도 당진시 송악읍 고대공단2길 357-18,126.7776056767,36.9760829822,12
고덕동 생태경관 보전지역,서울특별시 강동구 고덕동 396번지 일대,127.1493110052,37.5670267098,12
고덕생활체육공원,경기도 양주시 고덕로 187-55,127.0640508693,37.8044531036,12
고덕수변공원,경기도 평택시 고덕동,127.0482070291,37.0464574132,12
고라데이마을,강원특별자치도 횡성군 청일면 봉명로 375-1,128.1396326366,37.6488466228,12
고락산,전라남도 여수시 문수동,127.6955100759,34.7608677045,12
고란사(고란약수),충청남도 부여군 부여읍 부소로 1-25,126.9131812773,36.2926333979,12
고란사유람선,충청남도 부여군 부여읍 나루터로 72,126.9075651850,36.2899502743,12
고래불 해안 (경북 동해안 국가지질공원),경상북도 영덕군 병곡면 병곡리,129.4109336045,36.5994609142,12
고래불해수욕장,경상북도 영덕군 병곡면 고래불로 394,129.4103503413,36.5988498611,12
고래뿌리선착장,경기도 안산시 단원구 대부남동 529-2,126.5692295884,37.1999950931,12
고랭길,강원특별자치도 평창군 봉평면 태기로 254-1,128.3362780280,37.5803499411,12
고랭지만두마을,강원특별자치도 평창군 대관령면 갈골길 33-5,128.6919648396,37.6903218100,12
고려 공양왕릉,경기도 고양시 덕양구 호국로1121번길 95-61 (원당동),126.8390916347,37.6802190812,12
고려궁지,인천광역시 강화군 강화읍 북문길 42,126.4854359021,37.7508851202,12
고려동유적지,경상남도 함안군 산인면 모곡2길 53,128.4600491327,35.2765289124,12
고려산,인천광역시 강화군 내가면 고천리,126.4352713405,37.7407298666,12
고려천도공원,인천광역시 강화군 송해면 당산리 388-7,126.4631003574,37.8038257706,12
고렴공원,경기도 수원시 권선구 동수원로 114 (곡반정동),127.0292255714,37.2406818395,12
고령 대가야유적지,경상북도 고령군 대가야로 1203 대가야박물관,128.2585881041,35.7220083530,12
고령 신촌숲,경상북도 고령군 쌍림면 신촌길 39-5,128.1966089872,35.6656886030,12
고령 장기리 암각화,경상북도 고령군 대가야읍 아래알터길 15-5,128.2921603954,35.7128155575,12
고령 주산성,경상북도 고령군 고령읍 중화리,128.2603458960,35.7361595610,12
고령 지산동 고분군,경상북도 고령군 대가야읍,128.2543717249,35.7250940382,12
고령 지산리 당간지주,경상북도 고령군 대가야읍 지산리,128.2657401040,35.7274078719,12
고령박씨종중재실,충청남도 천안시 동남구 북면 박문수길 147,127.2723442081,36.7784534071,12
고령생활체육공원,경상북도 고령군 대가야읍 회천로 90,128.2803167769,35.7208061052,12
고령안화리암각화,경상북도 고령군 쌍림면,128.2613384112,35.7018190201,12
고령예마을,경상북도 고령군 덕곡면 덕운로 816,128.2134345890,35.7931939199,12
고령은행나무숲,경상북도 고령군 다산면 좌학리 969-2,128.4366338678,35.8106487864,12
고령향교,경상북도 고령군 대가야읍 향교길 29-18,128.2651512209,35.7290993365,12
고로서원,충청남도 공주시 사곡면 능계길 60-67,127.0224573019,36.5109630539,12
고로쇠마을(미산마을),강원특별자치도 인제군 상남면 내린천로 1484,128.3287284610,37.8646557440,12
고림사,전북특별자치도 진안군 진안읍 상역로 174-96,127.4042253049,35.8072056779,12
고마나루,충청남도 공주시 백제큰길 2045,127.1063453516,36.4687082638,12
고마루 카르스트,강원특별자치도 평창군 미탄면 고마루길 2,128.5054628488,37.2996938900,12
고마리마을,전라남도 장흥군 관산읍 고마리,126.9864936855,34.5672301199,12
고모산성,경상북도 문경시 마성면 신현리,128.1276124617,36.6617378754,12
고모저수지,경기도 포천시 소흘읍 죽엽산로 452,127.1638252451,37.7990722068,12
고모호수공원,경기도 포천시 소흘읍 고모리,127.1643114573,37.7940311361,12
고배기동산,제주특별자치도 서귀포시 안덕면 광평리,126.3817114923,33.3308301199,12
고복자연공원,세종특별자치시 연서면 도신고복로 586,127.2274836912,36.6000120047,12
고봉산,경기도 고양시 일산동구 중산동,126.7908123647,37.6925528931,12
고부향교,전북특별자치도 정읍시 고부면 교동4길 18,126.7707336667,35.6216686028,12
고북제,충청남도 서산시 고북면 신송리 817-1,126.5458158891,36.6529689932,12
고불개해변,강원특별자치도 동해시 한섬해안길 104,129.1217311992,37.5277905976,12
고불암,경상남도 합천군 가야면 치인5길 194,128.0517958350,35.8025038334,12
고사부리성(고부구읍성),전북특별자치도 정읍시 고부면 고부리,126.7690254087,35.6246710103,12
고사포해수욕장,전북특별자치도 부안군 변산면 노루목길 8-8,126.5082532575,35.6619179225,12
고산,전북특별자치도 고창군 대산면,126.6408164587,35.3301772600,12
고산 9경,충청북도 괴산군 괴산읍 제월리,127.8327261115,36.8172201853,12
고산 윤선도 문학체험공원,전라남도 완도군 보길면 부황리,126.5527109150,34.1596324559,12
고산 윤선도 유적지,전라남도 해남군 해남읍 녹우당길 135,126.6225204875,34.5512564337,12
고산골,대구광역시 남구 고산3길 95-1,128.6007580634,35.8191841675,12
고산골 메타쉐콰이어길,대구광역시 남구 용두2길 43,128.6034408589,35.8300524321,12
고산문화공원,전북특별자치도 완주군 고산면 고산휴양림로 89,127.2312251680,35.9742142010,12
고산사 석조관음보살좌상,충청북도 제천시 덕산면 월악로9길 113,128.1153587189,36.9281626460,12
고산사 석조나한상,충청북도 제천시 덕산면 월악로9길 113,128.1153587189,36.9281626460,12
고산사(장흥),전라남도 장흥군 장평면 하탑동길 120,126.9687598303,34.7652687143,12
고산사(홍성),충청남도 홍성군 결성면 만해로127번길 41,126.5373417326,36.5450812638,12
고산서당,대구광역시 수성구 성동로37길 39-3,128.7186911959,35.8526436717,12
고산서원(안동),경상북도 안동시 남후면 암산1길 53-1,128.6772624462,36.5052882068,12
고산서원(울진),경상북도 울진군 근남면 주천대길 27-6,129.3750034643,36.9689486043,12
고산서원(장성),전라남도 장성군 진원면 고산로 68,126.8414723284,35.2726760365,12
고산일과해안도로 (일과리해안도로),제주특별자치도 서귀포시 대정읍 영락하동로 9-6,126.2099419548,33.2564245360,12
고산자연휴양림,전북특별자치도 완주군 고산면 고산휴양림로 246,127.2331252962,35.9629766259,12
고산정,경상북도 안동시 도산면 가송길 177-42,128.8921440491,36.7676706436,12
고산향교,전북특별자치도 완주군 고산면 고산로 147-27,127.2144710540,35.9761636862,12
고산향교대성전,전북특별자치도 완주군 고산면 고산로 147-23,127.2137377876,35.9761136790,12
고살리 숲길,제주특별자치도 서귀포시 남원읍,126.5984790990,33.3172933815,12
고삼저수지,경기도 안성시 고삼면 삼은리,127.2820154579,37.0819491614,12
고삼호수,경기도 안성시 고삼면 향림길 50,127.2849677871,37.0884429098,12
고석사(포항),경상북도 포항시 남구 장기면 방산로 526,129.4636184792,35.9151839495,12
고석정 (한탄강 유네스코 세계지질공원),강원특별자치도 철원군 동송읍 태봉로 1825,127.2869221163,38.1860265295,12
고석정 꽃밭,강원특별자치도 철원군 동송읍 태봉로 1769,127.2955240388,38.1882847569,12
고석정국민관광지,강원특별자치도 철원군 동송읍 태봉로 1825,127.2869221163,38.1860265295,12
고선계곡(구마계곡),경상북도 봉화군 소천면 고선리,128.9656199369,36.9856165488,12
고성 덕명리 공룡과 새발자국 화석 산지,경상남도 고성군 하이면 덕명5길 65,128.1547577833,34.9089897021,12
고성 문암리 유적,강원특별자치도 고성군 죽왕면 문암진리,128.5444286243,38.3047587164,12
고성 솔섬,경상남도 고성군 하일면 자란만로 1622-11,128.2014780798,34.9328211928,12
고성 송학동 고분군,경상남도 고성군 고성읍 송학리 470,128.3213885812,34.9803957738,12
고성 어명기 고택,강원특별자치도 고성군 죽왕면 봉수대길 131-7,128.5177529605,38.3147764738,12
고성 왕곡마을,강원특별자치도 고성군 왕곡마을길 41,128.4995815837,38.3405981100,12
고성 자란만,경상남도 고성군 하일면 용태1길,128.2114770075,34.9404455161,12
고성 제3기 현무암 (강원평화지역 국가지질공원),강원특별자치도 고성군 토성면 뒷골길 60,128.5058577959,38.2836243183,12
고성 통일전망타워,강원특별자치도 고성군 현내면 금강산로 481,128.4173974953,38.5147706205,12
고성 폭포암,경상남도 고성군 동해면 외곡1길 535,128.4201512754,35.0146881418,12
고성 학동마을 옛 담장,경상남도 고성군 하일면 학동돌담길 11-5,128.1950033417,34.9444364434,12
고성당항포랜드,경상남도 고성군 회화면 당항만로 1116,128.3986687125,35.0563858594,12
고성독수리생태체험관 (날아라 고성독수리),경상남도 고성군 고성읍 기월리,128.3211995635,34.9859284832,12
고성리산성,강원특별자치도 정선군 신동읍 고성리,128.5920924092,37.2586252678,12
고성사(강진),전라남도 강진군 강진읍 고성길 260,126.7652053663,34.6577218415,12
고성산,경기도 안성시 양성면 덕봉리,127.1792453379,37.0407742947,12
고성소을비포성지,경상남도 고성군 하일면 동화리 398-4,128.1894715907,34.9023771683,12
고성장산리허씨고가,경상남도 고성군 마암면 장산길 21,128.3239501354,35.0603507432,12
고성향교,경상남도 고성군 고성읍 교사3길 41,128.3089508904,34.9761543599,12
고소대,전라남도 여수시 고소3길 13 사당,127.7388734780,34.7401124468,12
고소동 천사벽화마을,전라남도 여수시 종화동,127.7405900393,34.7383571176,12
고송정지,경기도 안산시 단원구 화정동,126.8351787839,37.3591591010,12
고스락,전북특별자치도 익산시 함열읍 익산대로 1424-14,126.9609196389,36.0452625078,12
고스트타운,제주특별자치도 제주시 애월읍 부룡수길 35-14,126.3568659412,33.4763969581,12
고싸움놀이테마파크,광주광역시 남구 고싸움로 2 (칠석동),126.8354973795,35.0695405521,12
고씨굴 (강원고생대 국가지질공원),강원특별자치도 영월군 김삿갓면 영월동로 1117,128.5353790658,37.1307444591,12
고씨딸기체험농원,인천광역시 계양구 장제로1181번길 36,126.7363152383,37.5699467493,12
고씨삼강문,광주광역시 남구 압촌길 66,126.8384604525,35.0917964235,12
고양 구 일산역사,경기도 고양시 일산서구 고양대로662번길 35,126.7685313380,37.6829924979,12
고양 벽제관지,경기도 고양시 덕양구 벽제관로 34-16,126.9003436904,37.7042646003,12
고양 서삼릉 [유네스코 세계유산],경기도 고양시 덕양구 서삼릉길 233-126,126.8685255167,37.6639909412,12
고양 서오릉 [유네스코 세계유산],경기도 고양시 덕양구 서오릉로 334-32,126.9007820485,37.6236101060,12
고양 피크닉시민공원,경기도 고양시 일산서구 대화로 355 (대화동),126.7486358664,37.6854140839,12
고양관광정보센터,경기도 고양시 일산동구 장항동 845,126.7727121731,37.6595397482,12
고양관광특구,경기도 고양시 일산동구 중앙로 1271-1 (장항동),126.7727121731,37.6595397482,12
고양낙농치즈테마체험장,경기도 고양시 덕양구 통일로893번길 74 (관산동),126.8533287402,37.6972562410,12
고양드론앵커센터,경기도 고양시 덕양구 화랑로 57-27 (화전동),126.8672578726,37.6044145170,12
고양생태공원,경기도 고양시 일산서구 대화로 315,126.7441418731,37.6840002796,12
고양향교,경기도 고양시 덕양구 대양로285번길 33-13 (고양동),126.8948164330,37.7037256750,12
고용산(고룡산),충청남도 아산시 영인면 신화리,126.9848143455,36.8879495801,12
고운골 남한강 갈대숲,충청북도 단양군 가곡면 사평리 673,128.3820043976,37.0197515446,12
고운동계곡,경상남도 산청군 시천면 반천로,127.7820180781,35.2342077005,12
고운뜰공원,세종특별자치시 만남로 151 (고운동),127.2391322492,36.5125528023,12
고운사(의성),경상북도 의성군 단촌면 고운사길 415,128.7501073295,36.4586393390,12
고운식물원,충청남도 청양군 청양읍 식물원길 398-23,126.7606634539,36.4337812374,12
고원통계곡,강원특별자치도 인제군 서화면 서흥리,128.1578055727,38.2129508491,12
고원화목원,전북특별자치도 진안군 백운면 덕현리 678-3,127.3777448095,35.6832081835,12
고원희가옥,광주광역시 남구 압촌1길 12,126.8395075721,35.0922075057,12
고잔저수지,경기도 평택시 청북읍 고잔리,126.9093134591,37.0677497116,12
고진하 가옥,강원특별자치도 영월군 남면 원골길 170-9,128.3868966548,37.1740949988,12
고창 고인돌 유적 [유네스코 세계유산],전북특별자치도 고창군 고창읍 죽림리,126.6499126742,35.4489417266,12
고창 무장 동학농민혁명 기포지,전북특별자치도 고창군 공음면 구암리,126.4959413715,35.4042719907,12
고창 무장객사,전북특별자치도 고창군 무장면 무장읍성길 45,126.5574299940,35.4184297466,12
고창 무장현 관아와 읍성,전북특별자치도 고창군 무장면 무장읍성길 45,126.5575994348,35.4179798008,12
고창 분청사기요지,전북특별자치도 고창군 부안면 수동리,126.6556876701,35.5389566069,12
고창 운곡람사르습지,전북특별자치도 고창군 아산면 운곡서원길 362,126.6540256843,35.4693367042,12
고창 장호어촌체험휴양마을,전북특별자치도 고창군 명사십리로 282-42,126.4580487055,35.4681613284,12
고창갯벌 (전북 서해안 국가지질공원),전북특별자치도 고창군 심원면 만돌리,126.5143810025,35.5311328965,12
고창신재효고택,전북특별자치도 고창군 고창읍 동리로 100,126.7030639278,35.4322000769,12
고창오거리당산,전북특별자치도 고창군 고창읍 읍내리,126.7082884486,35.4327723227,12
고창웰파크시티,전북특별자치도 고창군 고창읍 석정2로 173,126.7410244472,35.4320812865,12
고창읍성,전북특별자치도 고창군 고창읍 모양성로 1,126.7044055224,35.4303280891,12
고창읍성 도예체험장,전북특별자치도 고창군 고창읍 동리로 120,126.7054775943,35.4325000830,12
고창읍성 맹종죽림,전북특별자치도 고창군 고창읍 읍내리,126.7030139865,35.4300419873,12
고창하전갯벌마을,전북특별자치도 고창군 심원면 서전길 30,126.5649596146,35.5397799854,12
고창향교,전북특별자치도 고창군 고창읍 향교길 27-3,126.7028027068,35.4374800292,12
고척근린공원,서울특별시 구로구 고척로45길 39 (고척동),126.8533341175,37.5066367467,12
고척동 고인돌,서울특별시 구로구 고척동,126.8473068338,37.5086169645,12
고천마을,강원특별자치도 삼척시 미로면 고천길 6,129.0625565368,37.4181715152,12
고천서원,경상북도 영천시 임고면 고천길 64-4,128.9905237497,36.0170495804,12
고천암 자연생태공원,전라남도 해남군 황산면 고천암로 752-14,126.4627296611,34.5231902986,12
고천암호(철새도래지),전라남도 해남군 황산면 고천암로,126.4715927592,34.5236431702,12
고천체육공원,경기도 의왕시 오전로 18 (왕곡동),126.9823712695,37.3479519097,12
고촌이종근기념관,서울특별시 서대문구 충정로 8,126.9631392793,37.5597464264,12
고택문화체험관,전북특별자치도 정읍시 산외면 공동길 58,127.0201949462,35.6166039952,12
고파도,충청남도 서산시 팔봉면 고파도2길 10,126.3359808063,36.9107356409,12
고포마을,강원특별자치도 삼척시 원덕읍 고포월천길 87,129.3622631160,37.1454670312,12
고하도 전망대,전라남도 목포시 고하도안길 234 (달동),126.3592243617,34.7779821890,12
고하도 해상테마파크,전라남도 목포시 고하도안길 234,126.3592243617,34.7779821890,12
고하도선착장,전라남도 목포시 고하도길 162 (달동),126.3727456895,34.7654921494,12
고하도이충무공유적,전라남도 목포시 고하도길 175,126.3727234446,34.7665225894,12
고하송진우선생동상,서울특별시 광진구 능동로 216,127.0763931608,37.5488358400,12
고헌산(울산),울산광역시 울주군 언양읍,129.1150012809,35.6396001019,12
고현리 공룡발자국화석,경상남도 창원시 마산합포구 진동면 고현장터길 39,128.4790910101,35.1027654370,12
고현성,경상남도 거제시 고현동,128.6209762454,34.8795735426,12
고홍건신도비,전북특별자치도 부안군 하서면 석불산길 138,126.6418424751,35.7267128018,12
고흐의 길,부산광역시 해운대구 해운대로 898 (좌동),129.1849303013,35.1757618302,12
고흥 무열사,전라남도 고흥군 두원면 동신안길 21-6,127.2837657494,34.6432293870,12
고흥 신기거북이마을,전라남도 고흥군 대서면 동서로 925,127.2648705324,34.7408986720,12
고흥 쌍충사,전라남도 고흥군 도양읍 목넘가는길 34,127.1319207928,34.5276925404,12
고흥 유자공원,전라남도 고흥군 풍양면 대청길 33-11,127.2353522997,34.5723920566,12
고흥 작약 꽃밭,전라남도 고흥군 해맞이로 1175 종교시설,127.5033558083,34.6051734978,12
고흥 존심당 및 아문,전라남도 고흥군 흥양길 40,127.2849331178,34.6108108156,12
고흥 해창만 간척지 공원,전라남도 고흥군 포두면 팔영로 405,127.3933410039,34.5822186348,12
고흥발포진성,전라남도 고흥군 도화면 발포상촌길 34,127.3362761743,34.4852896189,12
고흥우주발사전망대,전라남도 고흥군 영남면 남열리,127.4923183873,34.5850366731,12
고흥우주천문과학관,전라남도 고흥군 도양읍 장기산선암길 353,127.1250541164,34.5526312994,12
